Respondent ID,Time_in_Minutes,Q1_LA_Cnty,Q2_Follow_Sports,Q3_Three_Words_1,Q3_Three_Words_2,Q3_Three_Words_3,Q4_2024_2028,Q5_Withdrawn_Bids,Q6_Over_Budget,Q7_Overruns,Q8_Rising_Rent,Q9_Displacement,Q10_NSSE,Q11_Rank_1,Q11_Rank_2,Q11_Rank_3,Q11_Rank_4,Q11_Rank_5,Q12_Institutions_City_Council,Q12_Institutions_Trump,Q12_Institutions_USOC,Q12_Institutions_IOC,Q12_Institutions_LA2028,Q13_Impact_LA,Q14_Impact_Your_Life,Q15_Impact_Change,Q16_Supportive,Age,Gender,HH_Income,Bad_Response_Flag
10225282457,9.18,2,4,dumb,amazing,exciting,2,2,2,1,4,5,5,4,1,3,2,5,3,1,4,2,3,"I first thought of the financial benefits of the olympics from a business standpoint, but the social toll (housing Immigration) is first in importance, then the possible economic impact has to be weighed out. People in fear due to immigration is more worrisome than the cost to california. I'm sure it would raise my property value. So I'm not really worried about the fiscal impact as a californian, but the benefits from being a southern californian.",5,2,4,4,2,3,0
10225282646,5.45,2,2,Countries,Sports,Competition,1,2,3,3,4,5,2,5,1,2,3,4,3,1,4,4,3,Higher rent and homelessness,2,2,2,3,1,11,0
10225287950,3.6,2,2,Gold,Fun,Winning,1,2,2,2,3,3,3,1,2,3,4,5,2,3,2,3,3,More traffic,1,2,2,2,2,1,0
10225295576,2.63,1,3,Track,Swimming ,Snow,3,2,3,3,3,3,3,,2,3,4,5,3,3,3,3,3,Money and help,3,3,3,3,1,5,0
10225300110,4.68,1,3,Global ,Spectacular ,Inspiring ,2,2,1,2,4,2,4,3,2,1,4,5,5,5,5,5,5,Improvement ,5,5,4,3,1,1,0
10225302348,11.12,1,3,waste of money,MAJOR inconvinience for residents of the city where olympics is held,offensive,3,2,5,2,5,4,4,1,2,3,4,5,1,0,1,1,1,harmful,1,1,1,4,2,7,0
10225306132,6.57,1,2,Gymnastics,Swimming,Medals,3,1,2,1,4,3,2,5,4,2,3,1,4,5,4,4,5,I think it will have a great impact in regards to tourism and improving transit infrastructure ahead of the games that will continue to be used well after the games.,3,4,5,3,1,3,0
10225313015,7.45,1,1,World wide attention,Great ,Economic growth ,2,1,1,2,3,2,1,5,1,3,4,2,3,1,3,3,3,Further economic growth. ,4,4,4,4,1,6,0
10225315499,0.15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10225316012,1.35,1,2,Hshwh,Nsjjjejdiirurzjsjs,Snsndnffiri,2,1,3,2,4,3,4,1,3,4,2,5,,,,,,,,,,,,,1
10225321588,17.95,2,1,Fun,Quirky,Relaxing,2,1,5,2,1,5,3,5,2,1,3,4,1,1,1,1,1,"Waste a lot of taxpayer money, cause congestion, build facilities we never use again, get a bad reputation from all the crap.",2,2,1,3,1,10,0
10225322286,5.07,1,2,Rings,Athletes,World,1,2,1,2,5,2,1,5,1,3,2,4,2,2,4,2,2,Before there would be chaos trying to get things ready and after the event will still be a mess.,2,1,2,2,1,11,0
10225335257,3.78,2,1,Boring,Challenging,Expensive,1,2,1,2,1,1,1,4,1,2,5,3,3,3,3,3,3,No idea,3,3,3,2,1,3,0
10225335851,3.75,2,3,Track ,Wrestling ,Swimming ,3,2,3,2,3,3,3,1,2,3,4,5,3,3,3,3,3,,4,4,5,4,1,6,0
10225338178,4.85,2,1,Boring,Boring,Boring,1,3,1,3,1,1,1,1,2,3,4,5,0,0,0,0,0,NA,1,2,2,5,2,4,0
10225338435,3.1,2,1,swimming,the flame,,1,3,1,3,1,1,1,,,,,,,,,,,,,,,,,,0
10225341259,6.93,2,5,Amateur,Medal,Pride,4,1,1,2,1,1,3,5,1,2,3,4,3,1,3,2,3,"They have hosted before, so they still have some stadiums already in place that can host events. Will probably not have to worry about urban decay like in other major cities, due to how much land is worth currently and how much it will be worth after. Will also bring in a lot of extra tourism money. ",3,3,3,3,1,4,0
10225342953,3.75,2,2,trip,family,fun,2,2,2,2,2,2,2,,,,,,,,,,,,,,2,4,2,3,0
10225350875,2.92,1,4,Basketball,Michael Phelps,Team USA,2,2,1,2,3,4,2,4,1,2,3,5,4,1,4,4,4,"A good impact, one that will help the city.",4,4,5,2,1,6,0
10225355147,11.7,2,1,Interesting,Competition,Informative,1,1,5,2,5,5,5,5,3,1,2,4,2,5,2,2,2,A financial disaster both before and for a long time after!,2,3,2,5,1,4,0
10225357262,2.63,1,3,Sports,Athletes,Athletics,2,1,3,1,4,5,3,1,2,3,4,5,3,3,5,3,3,The crime will go down,2,4,5,2,1,2,0
10225360865,5.48,2,1,traffic,money,business,1,2,5,2,5,5,4,5,4,3,2,1,0,0,0,0,0,"Traffic, higher prices, and more traffic",2,3,1,4,1,11,0
10225361164,10.43,1,4,Japan,Sports,Swimming,3,2,5,2,5,4,4,5,2,1,4,3,3,2,2,2,3,"Extreme cost, minimal benefit to surrounding area",3,2,2,2,1,4,0
10225364185,9.43,1,1,Grandeur,Records,Pride,4,1,2,1,2,1,2,5,4,1,3,2,4,1,4,4,4,Infrastructure will have to be addressed. ,3,3,5,5,1,6,0
10225366366,34.22,1,1,love,good,enjoy,1,1,2,1,1,2,2,2,1,3,4,5,2,1,2,2,2,thanks ,1,1,2,2,1,3,0
10225367619,2.63,1,3,Running,Sports,Training,3,2,3,2,3,3,3,1,3,4,2,5,2,3,2,2,3,Nothing much,3,3,3,2,1,1,0
10225373118,7.4,1,1,Joy,Reward ,Achievement ,1,2,1,2,3,3,3,5,2,3,1,4,3,2,3,3,3,Increase in taxes,3,3,3,4,2,1,0
10225376249,4.52,2,4,History,Unity,Expensive,4,1,2,3,5,5,2,5,3,2,1,4,3,1,3,3,4,Net benefit,3,3,5,3,1,4,0
10225379350,4.67,2,1,Boring ,Stupid,Dislike,1,2,5,2,5,4,1,4,2,1,3,5,0,1,1,1,3,,3,3,1,5,2,5,0
10225407745,7.15,1,4,Security,Ice skating,Track,1,2,5,2,5,5,5,5,1,3,2,4,3,4,3,3,3,Poverty,2,3,3,4,2,7,0
10225409051,8.53,2,2,Swimming,Track and field,Corruption ,1,2,1,2,3,5,5,5,4,1,3,2,5,2,2,1,5,Negative ,3,2,2,4,1,10,0
10225410226,2.95,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10225415781,10.6,2,1,Medal ,Games ,Sports ,2,1,5,2,3,4,2,5,1,2,4,3,1,1,1,1,1,Overspending ,1,1,1,2,1,7,0
10225420304,5.38,2,2,Track,Gymnastics ,Ice skating ,1,2,2,2,3,3,4,2,3,1,4,5,3,2,3,3,3,Negative impact for all ,2,2,2,5,2,4,0
10225422926,9.6,1,2,Medal,Win,Sport,2,2,5,2,5,5,5,5,3,1,4,2,1,3,1,1,1,Bad,1,5,1,3,1,4,0
10225423300,5.7,2,1,Gold ,Silver,Bronze,1,2,1,1,1,1,1,3,1,4,5,2,3,5,5,5,3,none. It's been there before...,3,3,4,5,1,4,0
10225439166,4.08,2,1,Sports ,Competition ,Opening ceremony ,1,2,1,1,1,1,1,,,,,,3,1,,3,,,2,3,3,5,2,7,0
10225442560,3.18,2,1,Athletes,skill,dedication,1,2,1,2,4,5,1,5,3,1,2,4,3,,3,2,2,"too much traffic, congestion, smog, and too much $$ being spent",3,3,2,5,2,11,0
10225445199,11.9,2,1,Amateur,Endurance,Persistent,2,1,4,2,4,4,5,5,1,3,4,2,,1,3,2,3,Disruption leading to gentrification and displacement,3,2,3,5,1,7,0
10225446033,3.52,2,1,Greek,Torch,Running ,1,2,4,2,1,3,3,1,2,3,4,5,2,3,3,2,2,Jonr,1,1,1,3,1,1,0
10225446632,174.28,2,1,Boring,,,1,2,1,2,4,5,2,5,3,2,1,4,2,1,2,2,2,"I can't imagine it bringing anything good at all beyond the tourism revenues. Traffic congestion (more than ever!), crime, more issues to be faced by the working poor & homeless, more strain on first responders & resources, increased prices for pretty much everything, etc.",2,2,1,4,2,9,0
10225449134,5.22,2,1,sports,worldwide,competition,1,2,3,2,4,3,2,1,3,2,4,5,3,3,3,3,3,Building of structures before the games that won't be used after the games.,3,4,3,4,2,6,0
10225451486,5.73,2,1,Gymnastics ,Swimming ,Track ,2,2,4,2,2,1,2,4,2,1,3,5,3,1,2,1,3,Minimal both before and after,3,2,4,4,1,6,0
10225451603,5.2,2,3,Hockey ,Skiing,Soccer,2,2,1,3,2,2,2,5,1,2,3,4,3,1,5,5,3,Unknown ,3,3,3,2,1,11,0
10225455843,6.55,2,2,Medals,Running,Skiing,1,2,3,2,3,4,4,5,4,2,1,3,2,1,3,3,2,"Raise rents, displace people, make traffic even worse, raise LA's debt",3,2,2,2,1,6,0
10225459209,5.33,1,2,Sports,Medals,Olympians,2,2,4,2,4,4,3,5,1,2,3,4,4,1,4,4,3,Over spending,2,2,2,4,1,3,0
10225464508,3.17,2,3,Sports,Competition ,Talent ,2,3,3,3,3,3,3,,,,,3,2,2,2,2,2,Ok,2,3,3,3,1,4,0
10225464632,4.5,2,3,Constest,Winner,Countries,1,1,5,1,5,4,3,5,2,,3,4,4,5,4,4,4,It will make it much more packed,2,1,1,2,1,5,0
10225466381,4.72,1,2,Gold ,Silver ,Bronze ,1,2,1,2,3,2,2,,,,,,1,1,1,1,3,None ,3,3,2,4,1,6,0
10225482947,7.23,1,1,Harmony,Peace,Competition ,1,1,2,1,1,1,5,5,1,3,2,4,5,1,4,4,5,Traffic will increase. It was successfully handled in the 1984 Los Angeles Olympics. ,3,3,5,4,2,4,0
10225488721,14.65,1,2,competition,arena,unite,1,2,4,2,5,5,4,5,2,3,1,4,2,3,4,3,2,"The ideal outcome would be that the revenue generated by hosting the Olympics in L.A. is greater than the cost to host it.  However, at this time with California's government being bankrupt, because of mishandling of many of the funds, it would be unwise to host the Olympics.  There is a great chance that the overages, in part due to a democratic administration, and the costs of hosting the games will be greater than the revenue it generates.  I think at this time it will cause more strain to an already depleted city.  Homelessness is at an all-time high in L.A. because of the outrageously high rent rates.",1,1,1,4,2,2,0
10225491488,6.77,2,2,Ice skating ,Skiing,Snowboarding ,1,2,4,2,2,5,1,1,2,3,4,5,3,3,3,3,3,Homeless ,3,2,3,5,2,5,0
10225494411,4.58,2,1,athletes,extreme sports,rings,1,2,1,2,1,1,1,5,1,2,3,4,,2,3,3,3,"clean it up, create opportunities in low income areas",3,2,4,3,1,3,0
10225499901,9.57,2,1,Competion,Country,Friendship,1,2,2,3,1,3,3,5,2,1,4,3,3,1,2,2,2,,3,3,3,5,2,4,0
10225500488,5.42,2,1,World,Best,Athletes ,2,2,2,1,2,2,1,3,5,1,4,2,3,0,0,5,5,Bring business and improve cash flow for businesses ,4,3,5,5,2,7,0
10225501795,7.2,2,1,Gold,Silver,Bronze,1,1,2,1,3,4,2,5,3,1,2,4,3,,2,,3,Will make life miserable for the average Los Angelino,3,3,4,5,2,4,0
10225502344,1.78,2,1,Sports,Running,Activitys,1,2,1,2,,,,,,,,,,,,,,,,,,,,,0
10225503367,3.08,1,1,Rings,Roman,Luge,2,1,1,2,1,1,1,1,4,3,2,5,5,1,4,4,2,Will be a grand Celebration and im excited for it!,5,4,5,3,1,1,0
10225504544,1.42,1,2,Idk,Idk,Idk,3,2,4,2,4,5,3,5,2,3,4,1,3,5,2,3,4,Idk,3,3,3,2,1,6,1
10225504608,6.92,1,1,crowds,traffic,athletes,1,3,5,2,5,5,2,5,1,3,2,4,3,1,3,3,3,"Increased traffic due to construction, more unaffordable housing displacing more residents to the streets, venues falling into disrepair",1,3,1,4,2,11,0
10225505745,11.42,2,4,Pride,America,Gymnastics,1,2,5,2,5,5,4,5,1,4,2,3,3,1,4,4,4,I think it will cause big problems left for LA,3,2,1,5,2,5,0
10225513843,7.08,2,1,youth,health,talent,1,2,1,2,1,1,1,4,2,1,3,5,1,5,5,3,3,A big mess to clean up.,3,3,3,5,2,3,0
10225514059,5.35,2,3,International ,Competition ,Colorful ,1,2,1,2,5,5,5,5,3,1,2,4,3,1,3,3,2,"Higher housing costs around the newer venues, displacement of residents and the strong possibility of a great deal of debt. ",3,2,2,5,2,2,0
10225521734,10.55,1,1,awesome,inspiring,exciting,3,2,2,2,3,5,3,5,1,3,2,4,2,1,2,2,2,too much expense and overwhelm to already stressed community,2,2,1,5,2,3,0
10225529566,6.55,2,1,Munich,Basketball,Politics,1,2,2,2,2,2,2,5,3,4,1,2,1,1,2,2,1,negative,3,3,1,5,1,5,0
10225530151,7.35,2,1,Sports,Compitition,Talent,1,2,1,2,3,5,1,5,1,3,2,4,3,1,4,4,4,Finacial,3,2,3,4,2,6,0
10225540885,8.27,2,1,peace,Unity,competition,1,1,4,2,3,3,2,5,2,4,3,1,3,1,4,4,3,"Increased cost of housing, possibly improved transportation",,2,2,5,2,8,0
10225541780,4,2,1,inspiring,universal,international,1,2,3,3,5,5,5,5,1,3,2,4,3,1,3,3,3,it could be economically problematic,3,2,2,4,2,7,0
10225549340,3.18,2,2,Swimming,Gold,USA,2,1,1,2,1,1,3,1,2,3,4,5,1,3,2,3,5,Lots of tourism,3,3,3,2,1,5,0
10225550177,4,2,2,Running,Competition,swimming,3,1,2,2,4,4,4,5,4,3,2,1,4,1,3,3,4,,,,,,,,0
10225552131,6.6,2,1,Gold,Skiing,Gymnastics,1,2,1,2,1,2,1,5,1,2,3,4,3,1,3,3,3,New sports arenas.,3,3,3,3,1,5,0
10225554110,5.27,2,1,Boring ,Sport ,Country's ,1,2,1,3,1,1,1,5,1,2,3,4,2,1,3,3,3,,3,2,3,2,1,4,0
10225558925,2.93,1,4,Sprinting,Swimming,Sports,2,2,1,3,3,2,2,,1,3,2,4,3,1,2,3,4,,3,3,3,3,1,4,0
10225560091,6.88,2,1,Gymnast ,Skating ,Track and field ,1,2,1,2,5,5,1,5,1,2,3,4,3,1,3,1,1,I am worried about the expenses both before and after ,2,1,1,4,2,3,0
10225560803,15.8,1,1,Tokyo,,,2,3,5,3,4,2,3,5,1,4,3,2,2,1,2,2,5,Unsolved problems which have been piled will be forgotten.,3,3,2,5,2,3,0
10225562276,9.95,2,1,young people,steroid use,great athletes,1,2,1,3,2,2,1,5,2,1,4,3,3,1,3,3,3,"rent will increase, traffic will be a nightmare, people will be unfairly taxed to pay for it, local public safety services will be compromised if they are responsible for covering the Olympics.",2,1,2,4,2,3,0
10225564057,8.9,2,1,Opening ceremony ,,,1,2,2,2,1,2,1,5,2,3,1,4,3,3,4,5,4,Will bring in lots of money,3,3,3,5,2,7,0
10225572053,14.47,1,1,Torch,Medal,TV,2,2,5,2,5,5,1,5,3,1,4,2,1,3,2,2,1,Devastating for residents and taxpayers. It will crash the LA economy displacing residents and over taxation,1,1,1,4,2,5,0
10225580721,0.33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10225586151,1.68,2,3,competitive,exciting,fun to watch,1,2,,,,,,,,,,,,,,,,,,,,,,,0
10225590952,11.78,2,2,Unity,Drugs,Gold,2,2,1,3,2,3,3,5,1,3,4,2,4,1,4,5,5,Tourism & Economy,4,4,4,3,1,2,0
10225594373,4.27,1,1,track,boxing,pagentry,1,1,5,2,4,1,4,3,4,1,5,2,2,1,2,2,2,"Spike in crime, wear on infrastructure, cost to residents",2,2,1,5,2,4,0
10225595900,1.35,2,1,Worldwide,Grandiose,Competitive,1,2,,,,,,,,,,,,,,,,,,,,,,,0
10225597366,4.2,1,1,Sports,World,Amazing,3,2,3,3,1,2,1,5,1,4,2,3,3,1,3,3,3,"More people, more businesses, more spending by all",3,3,5,5,2,10,0
10225603977,2.28,2,1,Gold,Winner,Pride,1,2,2,2,2,3,3,1,2,3,4,5,,,,,,,,,,,,,0
10225614580,5.78,2,2,Gold,Sports,International,1,3,1,2,1,1,3,5,1,2,3,4,2,2,2,2,2,Displacement,2,2,1,3,1,11,0
10225614836,8.4,1,2,World,Swimming,Soccer,2,1,2,3,2,2,1,2,1,5,3,4,3,4,3,3,3,I think the 84 Olympics brought a unity to the community. I would hope this one would do the same.,3,3,5,4,2,4,0
10225621367,1.57,1,3,Fun,,,4,3,3,1,3,4,2,3,1,2,4,5,4,3,3,4,3,Major impact ,4,4,4,2,1,5,0
10225625731,2.7,1,3,Crowd,Sports,Professional,3,3,3,3,3,3,3,1,3,2,4,5,3,2,3,3,3,Bring a crowd leave a mess,2,2,2,5,2,3,0
10225630619,3.98,1,3,USA ,Mexico ,Country ,1,2,3,3,5,5,5,2,4,3,1,5,0,1,2,2,2,The tourist ,2,1,1,2,1,2,0
10225631530,23.73,2,2,Torch,Athletes,Sports,1,2,3,2,3,4,3,5,1,2,4,3,3,3,3,3,3,,,2,3,4,2,3,0
10225633215,3.58,1,3,Sports,People,Swimming,2,2,4,2,4,5,2,5,2,1,3,4,3,2,3,3,3,Raise prices everywhere,2,3,3,5,1,3,0
10225649518,5.4,2,1,gymnastics,tennis,weight lifting,1,2,1,2,2,2,3,1,4,3,2,5,,,,,,,,,,,,,0
10225655538,7.65,1,1,athletes,strength,challenge,1,2,1,1,2,1,2,5,1,2,3,4,4,1,4,1,2,"The last time we had the games, we made a profit. Not  many cities can say that.  The games don't interest me,  and I don't see any great difficulty.",3,3,3,5,2,3,0
10225656978,2.05,1,2,Rings,Sports,Running,3,2,3,1,3,5,3,1,2,3,4,5,2,3,2,4,2,Bsbsbsndnd,4,3,2,2,1,5,0
10225665477,0.13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10225667454,11.88,2,1,youth,strength,determination,1,2,3,2,3,3,5,1,5,2,3,4,3,1,1,1,2,"I think the cost of providing adequate security will be very high in such a heavily populated area - as a victim of the Las Vegas mass shooting, I don't intend to be anywhere near Los Angeles is they host the olympics there.",2,2,1,5,2,11,0
10225669124,3.32,2,3,Table tennis,Track and field,Swimming,2,2,2,2,2,4,5,1,5,2,3,4,2,1,2,3,3,Watch more TV?,3,2,2,3,1,4,0
10225670373,10.2,2,1,Regal,Pride,Medals,1,2,1,2,4,3,1,5,1,2,3,4,4,1,5,4,5,They are already in a situation where they cannot handle the population that lives down there. The roadways are always packed. I think it will be like pouring gasoline on a fire. ,2,1,1,4,2,6,0
10225675321,4.12,2,4,quality,best,exciting,1,2,4,2,1,2,1,5,2,3,1,4,3,4,4,2,5,lots more tourists reserving for needs,4,3,5,5,1,6,0
10225679872,14.05,2,1,doping ,ntionalism,competition,1,2,2,2,2,3,4,5,2,1,3,4,3,1,1,1,3,,3,1,1,5,1,4,0
10225683969,1.73,2,2,Gold ,Torch,Sport,1,2,1,2,4,4,1,,,,,,,,,,,,,,,,,,0
10225685436,27.62,2,1,overbudget,annoying,circles,1,1,1,2,1,1,2,2,3,1,5,4,3,1,2,1,2,terrible,3,3,2,4,1,4,0
10225690734,5.83,2,2,Virender,Mary kom,Nadal,2,2,2,2,5,5,5,5,1,4,3,2,2,3,3,2,2,More money,4,4,4,3,1,5,0
10225696270,6.62,1,2,Rings,Gold,World,3,2,2,3,4,2,1,4,1,2,5,3,5,2,5,5,5,"Traffic intensification, but also major infrastructure improvements",3,3,5,3,1,10,0
10225697830,4.35,1,1,Gold medal,Athlete,Global,1,1,3,2,4,5,2,5,4,3,2,1,3,1,3,3,3,Possibly good for the economy. Really bad for traffic and housing.,2,2,2,2,1,5,0
10225702862,5.18,1,3,Fun ,Great,Favorites,2,1,1,1,1,1,1,5,2,1,4,3,3,1,3,3,3,"Traffic, overcrowding, whores",3,3,4,3,1,7,0
10225706072,5.65,2,4,international ,medals,athletes,4,1,4,2,4,5,5,4,2,3,1,5,4,1,2,3,4,it will increase jobs and require improvements to the infrastructure,3,4,4,4,2,6,0
10225712976,15.3,2,3,International ,Summer ,Winter,2,1,2,2,3,3,4,5,2,1,3,4,3,1,2,2,3,"Expense and disruption of construction for Olympics and traffic gridlock in whole area. Afterwards—?, depends on if new Olympic construction can be repurposed.",3,2,2,5,2,9,0
10225715675,6.87,2,1,Excellence,Medals,Achievement ,2,1,5,2,4,4,1,5,3,2,4,1,3,2,1,1,3,Traffic nightmares. ,3,2,2,4,2,4,0
10225719898,5.3,2,3,Gold,Winning,Usa,3,2,4,2,3,2,4,3,1,2,5,4,4,3,2,3,3,A negative effect,2,2,2,3,1,4,0
10225729521,7.27,1,2,Gymnastics,Figure Skating,Swimming,4,1,2,3,1,1,2,5,4,3,2,1,3,5,4,4,4,Make the properties appreciate more,4,3,4,5,2,7,0
10225730001,5.9,2,3,Boring,Homophobic,Ultrarightist,1,2,1,2,5,5,1,5,4,3,1,2,1,1,1,1,1,Absolutely disastrous!!!,2,1,1,5,1,3,0
10225733260,17.15,1,1,Figure skating ,Medal,Gold,1,2,2,3,5,5,5,5,1,2,4,3,2,1,3,3,2,"I think the if we were to host the Olympics, the city would be in chaos",1,2,1,2,1,2,0
10225733717,10.87,2,1,Athletes ,Competition ,Gold,1,2,5,2,5,5,2,5,1,3,2,4,3,1,4,4,3,Prices will go up ,3,3,1,5,1,5,0
10225735579,3.68,1,2,Sports ,Fun,Arena,2,2,1,2,1,1,1,4,1,2,3,5,3,3,3,3,3,,3,3,4,4,2,11,0
10225763143,16.63,1,3,mas lejos,mas fuerte,mejor,3,2,3,2,4,4,3,5,1,3,2,4,2,2,2,1,3,The impact will be negative because the cost for entry to the games might be raise and the city do not have the enough money to support it. Almost all the money will go to the Olympic commitee and the regular resident never goes to see any money.,2,3,3,4,1,2,0
10225769684,1.88,2,3,Game,Medal,Country,3,2,3,2,3,3,3,1,2,3,4,5,2,1,2,1,1,Good,4,3,3,2,1,7,0
10225771935,0.08,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10225781169,5.4,1,1,Athletic,Hardworking,Courageous,2,1,3,2,4,5,2,5,1,2,3,4,4,1,4,4,3,I think we will be packed with tourist so traffic will be even more terrible than usual....,2,1,2,2,1,3,0
10225782629,6.35,1,3,tourists,crowds,excitement,2,1,1,2,1,1,3,5,4,1,2,3,4,1,4,3,4,"Because we don't have to build venues and housing, it will be profitable like 1984",3,3,5,5,1,10,0
10225798869,12.23,2,1,Gold,Silver,Bronze,1,2,1,2,1,2,1,,4,2,3,1,2,2,2,2,2,financial revenues for that area,3,3,3,4,2,1,0
10225824847,5.78,2,1,Athletes,World,Competition,3,2,1,2,5,5,3,5,1,3,2,4,3,2,3,3,4,It may create new jobs but may also take away from the public afterwards,3,3,4,3,1,2,0
10225832973,13.08,1,1,Gymnastics,Flags,Medals,3,1,5,2,5,5,3,5,2,3,1,4,2,2,3,3,4,,3,2,2,4,2,3,0
10225833349,6.53,2,1,long,mostly annoying,,1,2,1,2,1,3,1,5,4,2,1,3,3,5,3,3,4,"more trash, smog",3,3,3,5,2,3,0
10225842926,5.55,2,3,Basketball,Track,Gold,1,2,1,2,5,5,5,5,1,2,3,4,3,1,3,3,3,Negative impact ,3,3,2,3,1,4,0
10225843825,3.33,1,3,Great ,Great ,G,3,1,4,1,3,4,4,1,2,3,4,5,5,4,3,5,5,G,4,4,4,3,1,4,0
10225844198,4.7,2,2,America ,Gold ,Gymnastics ,2,2,2,1,3,4,5,4,1,2,3,5,3,2,3,2,3,Moderate impact in the grand scheme of things ,3,2,2,4,1,3,0
10225846829,8.18,1,1,Greatness,competition,organization,2,2,3,2,4,4,1,5,2,1,3,4,2,5,5,3,5,"based on the success of 1984 Olympics, the impact should be minimal. ",3,3,4,5,1,4,0
10225848696,6.43,2,2,Snowboarding,Track ,Figure Skating,2,2,2,2,3,4,5,5,1,3,2,4,1,1,3,3,3,Money,2,3,3,2,1,11,0
10225852050,4.35,1,5,World,Champions ,4 years,2,3,1,3,3,3,3,,1,,3,,3,1,3,2,3,Neutral,3,3,4,3,1,7,0
10225858882,2.22,2,3,Gold,Win,Sports,3,1,3,2,3,3,3,,5,2,4,1,3,3,4,4,2,Big,2,4,3,2,1,1,0
10225860025,4.63,2,3,Sport,Professional,Athletics,2,2,3,3,2,3,1,5,1,4,2,3,3,2,4,4,4,Overall good,3,2,3,2,1,2,0
10225868065,5.23,2,2,Expensive,Crowds,Inclusion,2,2,5,2,4,5,5,5,2,3,1,4,2,1,2,2,2,Nothing but problems for the state of California.,2,1,1,4,2,5,0
10225871244,3.15,1,1,competition,world wide,athletes,3,1,2,1,,,,,,,,,,,,,,,,,,,,,0
10225874076,2.35,2,5,exciting,competitive,inspiring,4,2,3,1,4,5,4,,,,,,,,,,,,,,,,,,0
10225881470,2.62,2,5,Fútbol ,Pesas ,Mexico ,5,1,3,1,5,5,2,4,1,5,2,3,5,1,3,4,5,Nose,4,4,5,2,1,3,0
10225902857,4.12,2,3,Athletic ,Sports,Champions ,1,2,2,1,3,5,4,1,2,3,4,5,3,1,3,3,3,There will be a lot more traffic,3,3,1,2,1,4,0
10225908678,7.58,2,3,Global,Sports,Grand,2,1,2,2,3,2,1,5,1,4,2,3,3,1,3,3,3,"Traffic will be hell during it, recovering from it will be work.",4,2,2,2,1,11,0
10225945132,13.3,1,1,Winter,Sledding,Nes,1,2,1,2,4,2,5,5,1,2,4,3,3,2,3,3,3,"I've never actually thought of the extra taxes caused by the Olympics until now, and honestly am I bit shocked though not at all surprised.    I don't go directly into the city, so I can't comment on the current state if homelessness, due to the extreme cost of living. Hopefully the Olympics don't cause an increase for renters, because I feel like the middle-class and under will be hit the hardest (although taxes paid by the rich are way beyond what they should have to pay).",3,2,1,3,1,3,0
10225971437,10.1,2,2,The Olympics,Football,Mma,2,2,3,1,5,1,3,,,,,,,,,,,,,,,,,,0
10225980547,2.3,2,1,Running,Competition ,Medals,1,2,5,2,3,1,1,5,2,3,4,1,2,2,2,2,1,More kids competing,2,3,1,2,1,2,0
10225990206,5.8,1,4,Sports,World ,Traffic,2,2,3,2,5,2,2,5,1,2,3,4,3,1,3,2,3,The traffic will be unbearable and the cost will set the city and county residents even farther behind in housing and public services,2,2,2,4,2,4,0
10225991225,6.93,2,1,Swimmers,Skier ,Skater,1,2,5,2,5,5,5,1,2,4,3,5,1,1,1,1,1,It will hurt many people and put the state into bankruptcy.,1,3,1,2,1,11,0
10225994540,5,1,4,Sports,Competition,Prestige,2,2,3,3,3,2,3,3,1,2,4,5,4,4,4,4,4,,4,4,5,4,2,7,0
10226016644,2.97,2,1,nothing ,,,1,2,1,2,3,3,5,5,2,1,4,3,0,4,3,3,3,have no idea,3,3,3,5,2,4,0
10226036460,8.52,2,1,Summer,Winter,Ice skating ,1,2,1,2,1,1,2,5,1,3,4,2,3,3,3,3,3,Bring in more money ,3,3,3,5,1,3,0
10226065159,5.43,2,1,corrupt,unfair,,1,2,3,2,3,3,3,,,1,,,,1,1,1,1,more expensive to live and/or visit there,3,2,1,5,2,2,0
10226088558,4.92,2,2,not,for ,me,1,2,5,2,,5,1,1,2,4,3,5,,1,1,1,1,negative impact,3,1,1,5,1,3,0
10226122953,6.95,1,2,Gold,Competition,Country,1,2,2,3,1,2,1,2,1,3,4,5,3,4,2,2,3,Increase in cost of living.,2,2,4,3,1,6,0
10226150597,5.33,1,1,Athletes,Competition,Proud,1,3,2,2,5,5,4,4,1,2,3,5,1,3,3,3,3,Rent increase ,1,1,1,3,1,3,0
10226164875,648.27,2,3,hockey,curling,skating,1,2,1,2,1,3,3,5,1,2,4,3,2,2,2,2,2,it will be a mixture of positive and negative,3,3,3,4,2,3,0
10226188717,5.47,1,3,Torch,Games,Medals,1,2,1,2,4,3,1,5,2,3,1,4,1,1,1,1,1,More crime  and trash and I don't volunteer my tax $ fo it either,2,3,3,4,2,2,0
10226196358,7.23,1,1,Sports,Gymnastics,Skating,1,2,3,2,5,5,5,5,3,2,1,4,3,1,3,3,0,Influx of art and people from all over the world.,3,3,5,4,2,2,0
10226214913,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10226279479,0.12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
